Index,Cathode,O,N,SSA,PV,RMIC,Dap,ID/IG,M,Anion,AML,PW,CD,Cs,Ref
336,LK,9.92,0.0,1667.33,1.23,52.8455284552846,2.95082557142257,1.1,2,SO4,,1.6,20.0,61.0,10.1021/acsaem.3c00851
337,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,0.5,114.1,10.1021/acsaem.3c00851
338,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,1.0,103.4,10.1021/acsaem.3c00851
339,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,2.0,94.5,10.1021/acsaem.3c00851
340,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,3.0,90.0,10.1021/acsaem.3c00851
341,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,4.0,86.4,10.1021/acsaem.3c00851
342,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,5.0,84.0,10.1021/acsaem.3c00851
343,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,10.0,74.4,10.1021/acsaem.3c00851
344,LKN,9.44,0.8,2295.25,1.63,55.8282208588957,2.84064916675743,1.18,2,SO4,,1.6,20.0,62.2,10.1021/acsaem.3c00851
345,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,0.1,122.4,10.1002/smtd.202300714
346,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,0.2,92.4,10.1002/smtd.202300714
347,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,0.5,79.7,10.1002/smtd.202300714
348,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,1.0,72.7,10.1002/smtd.202300714
349,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,2.0,68.4,10.1002/smtd.202300714
350,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,5.0,61.1,10.1002/smtd.202300714
351,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,10.0,55.7,10.1002/smtd.202300714
352,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,20.0,49.1,10.1002/smtd.202300714
353,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,40.0,43.7,10.1002/smtd.202300714
354,MCHCNF,9.71,5.41,670.0,0.72,59.7222222222222,4.29850746268657,1.89,3,OTf,,1.7,50.0,42.2,10.1002/smtd.202300714
355,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,0.1,153.4,10.1002/smtd.202300714
356,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,0.2,117.6,10.1002/smtd.202300714
357,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,0.5,101.3,10.1002/smtd.202300714
358,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,1.0,93.9,10.1002/smtd.202300714
359,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,2.0,90.1,10.1002/smtd.202300714
360,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,5.0,83.1,10.1002/smtd.202300714
361,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,10.0,77.7,10.1002/smtd.202300714
362,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,20.0,72.3,10.1002/smtd.202300714
363,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,40.0,66.9,10.1002/smtd.202300714
364,MCHCNF-1,7.21,3.67,1777.0,1.56,57.6923076923077,3.51153629712999,2.0,3,OTf,,1.7,50.0,64.2,10.1002/smtd.202300714
365,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,0.1,191.4,10.1002/smtd.202300714
366,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,0.2,167.7,10.1002/smtd.202300714
367,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,0.5,149.1,10.1002/smtd.202300714
368,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,1.0,138.4,10.1002/smtd.202300714
369,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,2.0,130.8,10.1002/smtd.202300714
370,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,5.0,123.6,10.1002/smtd.202300714
371,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,10.0,116.7,10.1002/smtd.202300714
372,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,20.0,113.8,10.1002/smtd.202300714
373,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,40.0,105.6,10.1002/smtd.202300714
374,MCHCNF-2,8.35,2.41,2511.0,2.17,43.778801843318,3.45679012345679,2.07,3,OTf,,1.7,50.0,99.9,10.1002/smtd.202300714
375,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,0.1,158.6,10.1002/smtd.202300714
376,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,0.2,127.2,10.1002/smtd.202300714
377,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,0.5,112.1,10.1002/smtd.202300714
378,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,1.0,104.0,10.1002/smtd.202300714
379,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,2.0,99.3,10.1002/smtd.202300714
380,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,5.0,91.6,10.1002/smtd.202300714
381,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,10.0,86.2,10.1002/smtd.202300714
382,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,20.0,81.6,10.1002/smtd.202300714
383,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,40.0,76.1,10.1002/smtd.202300714
384,MCHCNF-3,6.98,2.3,2353.0,2.14,37.8504672897196,3.63790905227369,2.18,3,OTf,,1.7,50.0,73.9,10.1002/smtd.202300714
385,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,0.1,189.4,10.1016/j.est.2023.108794
386,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,0.2,155.0,10.1016/j.est.2023.108794
387,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,0.5,136.6,10.1016/j.est.2023.108794
388,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,1.0,126.1,10.1016/j.est.2023.108794
389,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,2.0,117.1,10.1016/j.est.2023.108794
390,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,3.0,112.5,10.1016/j.est.2023.108794
391,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,4.0,109.3,10.1016/j.est.2023.108794
392,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,5.0,106.7,10.1016/j.est.2023.108794
393,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,7.0,103.6,10.1016/j.est.2023.108794
394,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,10.0,100.0,10.1016/j.est.2023.108794
395,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,14.0,97.2,10.1016/j.est.2023.108794
396,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,20.0,94.2,10.1016/j.est.2023.108794
397,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,50.0,84.2,10.1016/j.est.2023.108794
398,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,70.0,66.9,10.1016/j.est.2023.108794
399,BFCA-a,15.55,2.61,3139.2,1.74,55.7471264367816,2.217125382263,1.02,2,SO4,1.0,1.6,100.0,59.4,10.1016/j.est.2023.108794
400,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,0.1,225.3,10.1016/j.est.2023.108794
401,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,0.2,196.8,10.1016/j.est.2023.108794
402,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,0.5,174.3,10.1016/j.est.2023.108794
403,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,1.0,161.1,10.1016/j.est.2023.108794
404,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,2.0,150.8,10.1016/j.est.2023.108794
405,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,3.0,144.4,10.1016/j.est.2023.108794
406,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,4.0,141.2,10.1016/j.est.2023.108794
407,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,5.0,138.6,10.1016/j.est.2023.108794
408,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,7.0,134.0,10.1016/j.est.2023.108794
409,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,10.0,129.3,10.1016/j.est.2023.108794
410,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,14.0,124.5,10.1016/j.est.2023.108794
411,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,20.0,118.7,10.1016/j.est.2023.108794
412,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,50.0,103.0,10.1016/j.est.2023.108794
413,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,70.0,88.8,10.1016/j.est.2023.108794
414,BFCA,12.89,3.05,3224.9,1.93,48.1865284974093,2.39387267822258,0.94,2,SO4,1.0,1.6,100.0,73.8,10.1016/j.est.2023.108794
415,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,0.1,193.0,10.1016/j.est.2023.108794
416,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,0.2,160.1,10.1016/j.est.2023.108794
417,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,0.5,141.2,10.1016/j.est.2023.108794
418,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,1.0,129.3,10.1016/j.est.2023.108794
419,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,2.0,120.9,10.1016/j.est.2023.108794
420,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,3.0,116.7,10.1016/j.est.2023.108794
421,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,4.0,112.9,10.1016/j.est.2023.108794
422,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,5.0,110.9,10.1016/j.est.2023.108794
423,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,7.0,108.3,10.1016/j.est.2023.108794
424,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,10.0,104.5,10.1016/j.est.2023.108794
425,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,14.0,102.0,10.1016/j.est.2023.108794
426,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,20.0,99.4,10.1016/j.est.2023.108794
427,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,50.0,91.0,10.1016/j.est.2023.108794
428,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,70.0,79.4,10.1016/j.est.2023.108794
429,BFCA-b,10.45,2.44,2993.2,1.71,53.2163742690059,2.28517974074569,0.91,2,SO4,1.0,1.6,100.0,70.2,10.1016/j.est.2023.108794
430,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,0.1,189.3,10.1016/j.electacta.2023.142114
431,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,0.2,160.1,10.1016/j.electacta.2023.142114
432,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,0.5,133.8,10.1016/j.electacta.2023.142114
433,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,1.0,123.8,10.1016/j.electacta.2023.142114
434,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,2.0,116.1,10.1016/j.electacta.2023.142114
435,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,5.0,106.5,10.1016/j.electacta.2023.142114
436,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,10.0,101.1,10.1016/j.electacta.2023.142114
437,NPCN,6.2,1.6,2691.29,1.77,32.7683615819209,2.63070869360047,1.088,2,SO4,1.1,1.79,20.0,96.7,10.1016/j.electacta.2023.142114
438,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,0.5,89.3333333333333,10.1021/acsami.2c13886
439,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,1.0,80.4444444444444,10.1021/acsami.2c13886
440,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,2.0,76.4444444444444,10.1021/acsami.2c13886
441,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,5.0,71.1111111111111,10.1021/acsami.2c13886
442,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,10.0,65.7777777777778,10.1021/acsami.2c13886
443,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,20.0,58.2222222222222,10.1021/acsami.2c13886
444,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,50.0,44.8888888888889,10.1021/acsami.2c13886
445,ORC-700,8.2,0.0,1500.0,0.78,69.2307692307692,2.1,1.01,1,SO4,2.0,1.6,100.0,18.2222222222222,10.1021/acsami.2c13886
446,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,0.5,81.7777777777778,10.1021/acsami.2c13886
447,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,1.0,76.0,10.1021/acsami.2c13886
448,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,2.0,67.1111111111111,10.1021/acsami.2c13886
449,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,5.0,62.2222222222222,10.1021/acsami.2c13886
450,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,10.0,56.4444444444444,10.1021/acsami.2c13886
451,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,20.0,50.6666666666667,10.1021/acsami.2c13886
452,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,50.0,40.8888888888889,10.1021/acsami.2c13886
453,ORC-800,6.3,0.0,1886.0,0.93,70.9677419354839,1.98,1.04,1,SO4,2.0,1.6,100.0,28.4444444444444,10.1021/acsami.2c13886
454,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,0.5,136.888888888889,10.1021/acsami.2c13886
455,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,1.0,113.333333333333,10.1021/acsami.2c13886
456,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,2.0,102.222222222222,10.1021/acsami.2c13886
457,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,5.0,92.4444444444444,10.1021/acsami.2c13886
458,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,10.0,85.7777777777778,10.1021/acsami.2c13886
459,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,20.0,79.1111111111111,10.1021/acsami.2c13886
460,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,50.0,72.0,10.1021/acsami.2c13886
461,ORC-900,6.8,0.0,1410.0,0.77,63.6363636363636,2.19,1.09,1,SO4,2.0,1.6,100.0,61.7777777777778,10.1021/acsami.2c13886
462,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,0.5,73.3333333333333,10.1021/acsami.2c13886
463,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,1.0,64.4444444444444,10.1021/acsami.2c13886
464,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,2.0,59.1111111111111,10.1021/acsami.2c13886
465,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,5.0,54.6666666666667,10.1021/acsami.2c13886
466,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,10.0,51.5555555555556,10.1021/acsami.2c13886
467,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,20.0,45.3333333333333,10.1021/acsami.2c13886
468,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,50.0,41.7777777777778,10.1021/acsami.2c13886
469,ORC-1000,4.3,0.0,1655.0,0.81,71.6049382716049,1.95,1.05,1,SO4,2.0,1.6,100.0,31.5555555555556,10.1021/acsami.2c13886
470,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,0.5,127.5,10.1002/adma.202203744
471,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,1.0,117.1,10.1002/adma.202203744
472,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,2.0,106.8,10.1002/adma.202203744
473,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,5.0,87.8,10.1002/adma.202203744
474,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,10.0,67.9,10.1002/adma.202203744
475,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,20.0,42.4,10.1002/adma.202203744
476,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,30.0,23.9,10.1002/adma.202203744
477,NHPC,6.15,13.57,1274.8,0.551,71.5063520871143,1.72889865076875,1.97,2,SO4,1.0,1.6,60.0,17.4,10.1002/adma.202203744
478,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,0.5,194.4,10.1002/adma.202203744
479,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,1.0,178.5,10.1002/adma.202203744
480,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,2.0,165.5,10.1002/adma.202203744
481,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,5.0,147.4,10.1002/adma.202203744
482,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,10.0,131.8,10.1002/adma.202203744
483,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,20.0,113.7,10.1002/adma.202203744
484,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,30.0,102.5,10.1002/adma.202203744
485,ANHPC-1,6.82,2.11,3407.6,1.953,29.3906810035842,2.29252259654889,2.41,2,SO4,1.0,1.6,60.0,77.9,10.1002/adma.202203744
486,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,0.5,199.1,10.1002/adma.202203744
487,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,1.0,183.0,10.1002/adma.202203744
488,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,2.0,172.4,10.1002/adma.202203744
489,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,5.0,159.6,10.1002/adma.202203744
490,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,10.0,150.3,10.1002/adma.202203744
491,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,20.0,139.9,10.1002/adma.202203744
492,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,30.0,130.1,10.1002/adma.202203744
493,ANHPC-2,7.48,2.67,3553.1,2.071,26.6537904394013,2.33148518195379,2.79,2,SO4,1.0,1.6,60.0,118.8,10.1002/adma.202203744
494,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,0.5,169.3,10.1002/adma.202203744
495,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,1.0,155.4,10.1002/adma.202203744
496,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,2.0,144.7,10.1002/adma.202203744
497,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,5.0,134.0,10.1002/adma.202203744
498,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,10.0,125.7,10.1002/adma.202203744
499,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,20.0,118.9,10.1002/adma.202203744
500,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,30.0,114.5,10.1002/adma.202203744
501,ANHPC-3,6.93,1.98,3415.3,2.482,15.9951651893634,2.90691886510702,2.82,2,SO4,1.0,1.6,60.0,105.9,10.1002/adma.202203744
502,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,0.1,74.0,10.1039/D3TA07922H
503,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,0.5,60.4,10.1039/D3TA07922H
504,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,1.0,53.6,10.1039/D3TA07922H
505,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,2.0,43.4,10.1039/D3TA07922H
506,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,5.0,37.7,10.1039/D3TA07922H
507,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,10.0,28.2,10.1039/D3TA07922H
508,PCs,10.58,1.47,2290.0,0.93,88.1720430107527,1.62445414847162,0.9567,2,SO4,1.5,1.6,20.0,14.7,10.1039/D3TA07922H
